日期,收盘,开盘,高,低,交易量,涨跌幅
2020年1月24日,557,557,557,557,-,-3.30%
2020年1月27日,546,546,546,546,-,-1.97%
2020年1月28日,539,539,539,539,-,-1.28%
2020年1月29日,525,525,525,525,-,-2.60%
2020年1月30日,498,498,498,498,-,-5.14%
2020年1月31日,487,487,487,487,-,-2.21%
2020年2月3日,466,466,466,466,-,-4.31%
2020年2月4日,453,453,453,453,-,-2.79%
2020年2月5日,430,430,430,430,-,-5.08%
2020年2月6日,431,431,431,431,-,0.23%
2020年2月7日,415,415,415,415,-,-3.71%
2020年2月10日,411,411,411,411,-,-0.96%
2020年2月11日,418,418,418,418,-,1.70%
2020年2月12日,421,421,421,421,-,0.72%
2020年2月13日,421,421,421,421,-,0.00%
2020年2月14日,425,425,425,425,-,0.95%
2020年2月17日,434,434,434,434,-,2.12%
2020年2月18日,450,450,450,450,-,3.69%
2020年2月19日,465,465,465,465,-,3.33%
2020年2月20日,480,480,480,480,-,3.23%
2020年2月21日,497,497,497,497,-,3.54%
2020年2月24日,506,506,506,506,-,1.81%
2020年2月25日,508,508,508,508,-,0.40%
2020年2月26日,517,517,517,517,-,1.77%
2020年2月27日,529,529,529,529,-,2.32%
2020年2月28日,535,535,535,535,-,1.13%
2020年3月2日,539,539,539,539,-,0.75%
2020年3月3日,549,549,549,549,-,1.86%
2020年3月4日,562,562,562,562,-,2.37%
2020年3月5日,599,599,599,599,-,6.58%
2020年3月6日,617,617,617,617,-,3.01%
2020年3月9日,616,616,616,616,-,-0.16%
2020年3月10日,627,627,627,627,-,1.79%
2020年3月11日,631,631,631,631,-,0.64%
2020年3月12日,633,633,633,633,-,0.32%
2020年3月13日,631,631,631,631,-,-0.32%
2020年3月16日,623,623,623,623,-,-1.27%
2020年3月17日,612,612,612,612,-,-1.77%
2020年3月18日,629,629,629,629,-,2.78%
2020年3月19日,630,630,630,630,-,0.16%
2020年3月20日,625,625,625,625,-,-0.79%
2020年3月23日,617,617,617,617,-,-1.28%
2020年3月24日,603,603,603,603,-,-2.27%
2020年3月25日,582,582,582,582,-,-3.48%
2020年3月26日,569,569,569,569,-,-2.23%
2020年3月27日,556,556,556,556,-,-2.28%
2020年3月30日,548,548,548,548,-,-1.44%
2020年3月31日,626,626,626,626,-,14.23%
2020年4月1日,624,624,624,624,-,-0.32%
2020年4月2日,624,624,624,624,-,0.00%
2020年4月3日,616,616,616,616,-,-1.28%
2020年4月6日,604,604,604,604,-,-1.95%
2020年4月7日,596,596,596,596,-,-1.32%
2020年4月8日,607,607,607,607,-,1.85%
2020年4月9日,635,635,635,635,-,4.61%
2020年4月14日,679,679,679,679,-,6.93%
2020年4月15日,706,706,706,706,-,3.98%
2020年4月16日,726,726,726,726,-,2.83%
2020年4月17日,751,751,751,751,-,3.44%
2020年4月20日,757,757,757,757,-,0.80%
2020年4月21日,728,728,728,728,-,-3.83%
2020年4月22日,694,694,694,694,-,-4.67%
2020年4月23日,672,672,672,672,-,-3.17%
2020年4月24日,665,665,665,665,-,-1.04%
2020年4月27日,661,661,661,661,-,-0.60%
2020年4月28日,655,655,655,655,-,-0.91%
2020年4月29日,643,643,643,643,-,-1.83%
2020年4月30日,635,635,635,635,-,-1.24%
2020年5月1日,617,617,617,617,-,-2.83%
2020年5月4日,598,598,598,598,-,-3.08%
2020年5月5日,575,575,575,575,-,-3.85%
2020年5月6日,534,534,534,534,-,-7.13%
2020年5月7日,514,514,514,514,-,-3.75%
2020年5月11日,474,474,474,474,-,-7.78%
2020年5月12日,433,433,433,433,-,-8.65%
2020年5月13日,398,398,398,398,-,-8.08%
2020年5月14日,393,393,393,393,-,-1.26%
2020年5月15日,407,407,407,407,-,3.56%
2020年5月18日,427,427,427,427,-,4.91%
2020年5月19日,453,453,453,453,-,6.09%
2020年5月20日,477,477,477,477,-,5.30%
2020年5月21日,494,494,494,494,-,3.56%
2020年5月22日,498,498,498,498,-,0.81%
2020年5月26日,506,506,506,506,-,1.61%
2020年5月27日,502,502,502,502,-,-0.79%
2020年5月28日,489,489,489,489,-,-2.59%
2020年5月29日,504,504,504,504,-,3.07%
2020年6月1日,520,520,520,520,-,3.17%
2020年6月2日,546,546,546,546,-,5.00%
2020年6月3日,592,592,592,592,-,8.42%
2020年6月4日,632,632,632,632,-,6.76%
2020年6月5日,679,679,679,679,-,7.44%
2020年6月8日,698,698,698,698,-,2.80%
2020年6月9日,714,714,714,714,-,2.29%
2020年6月10日,764,764,764,764,-,7.00%
2020年6月11日,839,839,839,839,-,9.82%
2020年6月12日,923,923,923,923,-,10.01%
2020年6月15日,973,973,973,973,-,5.42%
2020年6月16日,"1,054.00","1,054.00","1,054.00","1,054.00",-,8.32%
2020年6月17日,"1,246.00","1,246.00","1,246.00","1,246.00",-,18.22%
2020年6月18日,"1,527.00","1,527.00","1,527.00","1,527.00",-,22.55%
2020年6月19日,"1,555.00","1,555.00","1,555.00","1,555.00",-,1.83%
2020年6月22日,"1,558.00","1,558.00","1,558.00","1,558.00",-,0.19%
2020年6月23日,"1,617.00","1,617.00","1,617.00","1,617.00",-,3.79%
2020年6月24日,"1,705.00","1,705.00","1,705.00","1,705.00",-,5.44%
2020年6月25日,"1,738.00","1,738.00","1,738.00","1,738.00",-,1.94%
2020年6月26日,"1,749.00","1,749.00","1,749.00","1,749.00",-,0.63%
2020年6月29日,"1,794.00","1,794.00","1,794.00","1,794.00",-,2.57%
2020年6月30日,"1,799.00","1,799.00","1,799.00","1,799.00",-,0.28%
2020年7月1日,"1,803.00","1,803.00","1,803.00","1,803.00",-,0.22%
2020年7月2日,"1,823.00","1,823.00","1,823.00","1,823.00",-,1.11%
2020年7月3日,"1,894.00","1,894.00","1,894.00","1,894.00",-,3.89%
2020年7月6日,"1,956.00","1,956.00","1,956.00","1,956.00",-,3.27%
2020年7月7日,"1,949.00","1,949.00","1,949.00","1,949.00",-,-0.36%
2020年7月8日,"1,849.00","1,849.00","1,849.00","1,849.00",-,-5.13%
2020年7月9日,"1,810.00","1,810.00","1,810.00","1,810.00",-,-2.11%
2020年7月10日,"1,810.00","1,810.00","1,810.00","1,810.00",-,0.00%
2020年7月13日,"1,792.00","1,792.00","1,792.00","1,792.00",-,-0.99%
2020年7月14日,"1,742.00","1,742.00","1,742.00","1,742.00",-,-2.79%
2020年7月15日,"1,696.00","1,696.00","1,696.00","1,696.00",-,-2.64%
2020年7月16日,"1,699.00","1,699.00","1,699.00","1,699.00",-,0.18%
2020年7月17日,"1,710.00","1,710.00","1,710.00","1,710.00",-,0.65%
2020年7月20日,"1,678.00","1,678.00","1,678.00","1,678.00",-,-1.87%
2020年7月21日,"1,594.00","1,594.00","1,594.00","1,594.00",-,-5.01%
2020年7月22日,"1,473.00","1,473.00","1,473.00","1,473.00",-,-7.59%
2020年7月23日,"1,388.00","1,388.00","1,388.00","1,388.00",-,-5.77%
2020年7月24日,"1,317.00","1,317.00","1,317.00","1,317.00",-,-5.12%
2020年7月27日,"1,293.00","1,293.00","1,293.00","1,293.00",-,-1.82%
2020年7月28日,"1,264.00","1,264.00","1,264.00","1,264.00",-,-2.24%
2020年7月29日,"1,317.00","1,317.00","1,317.00","1,317.00",-,4.19%
2020年7月30日,"1,348.00","1,348.00","1,348.00","1,348.00",-,2.35%
2020年7月31日,"1,350.00","1,350.00","1,350.00","1,350.00",-,0.15%
2020年8月3日,"1,385.00","1,385.00","1,385.00","1,385.00",-,2.59%
2020年8月4日,"1,463.00","1,463.00","1,463.00","1,463.00",-,5.63%
2020年8月5日,"1,475.00","1,475.00","1,475.00","1,475.00",-,0.82%
2020年8月6日,"1,500.00","1,500.00","1,500.00","1,500.00",-,1.69%
2020年8月7日,"1,501.00","1,501.00","1,501.00","1,501.00",-,0.07%
2020年8月10日,"1,506.00","1,506.00","1,506.00","1,506.00",-,0.33%
2020年8月11日,"1,510.00","1,510.00","1,510.00","1,510.00",-,0.27%
2020年8月12日,"1,540.00","1,540.00","1,540.00","1,540.00",-,1.99%
2020年8月13日,"1,577.00","1,577.00","1,577.00","1,577.00",-,2.40%
2020年8月14日,"1,595.00","1,595.00","1,595.00","1,595.00",-,1.14%
2020年8月17日,"1,598.00","1,598.00","1,598.00","1,598.00",-,0.19%
2020年8月18日,"1,586.00","1,586.00","1,586.00","1,586.00",-,-0.75%
2020年8月19日,"1,568.00","1,568.00","1,568.00","1,568.00",-,-1.13%
2020年8月20日,"1,518.00","1,518.00","1,518.00","1,518.00",-,-3.19%
2020年8月21日,"1,481.00","1,481.00","1,481.00","1,481.00",-,-2.44%
2020年8月24日,"1,491.00","1,491.00","1,491.00","1,491.00",-,0.68%
2020年8月25日,"1,518.00","1,518.00","1,518.00","1,518.00",-,1.81%
2020年8月26日,"1,509.00","1,509.00","1,509.00","1,509.00",-,-0.59%
2020年8月27日,"1,504.00","1,504.00","1,504.00","1,504.00",-,-0.33%
2020年8月28日,"1,488.00","1,488.00","1,488.00","1,488.00",-,-1.06%
2020年9月1日,"1,471.00","1,471.00","1,471.00","1,471.00",-,-1.14%
2020年9月2日,"1,445.00","1,445.00","1,445.00","1,445.00",-,-1.77%
2020年9月3日,"1,395.00","1,395.00","1,395.00","1,395.00",-,-3.46%
2020年9月4日,"1,362.00","1,362.00","1,362.00","1,362.00",-,-2.37%
2020年9月7日,"1,349.00","1,349.00","1,349.00","1,349.00",-,-0.95%
2020年9月8日,"1,328.00","1,328.00","1,328.00","1,328.00",-,-1.56%
2020年9月9日,"1,296.00","1,296.00","1,296.00","1,296.00",-,-2.41%
2020年9月10日,"1,269.00","1,269.00","1,269.00","1,269.00",-,-2.08%
2020年9月11日,"1,267.00","1,267.00","1,267.00","1,267.00",-,-0.16%
2020年9月14日,"1,282.00","1,282.00","1,282.00","1,282.00",-,1.18%
2020年9月15日,"1,289.00","1,289.00","1,289.00","1,289.00",-,0.55%
2020年9月16日,"1,281.00","1,281.00","1,281.00","1,281.00",-,-0.62%
2020年9月17日,"1,294.00","1,294.00","1,294.00","1,294.00",-,1.01%
2020年9月18日,"1,296.00","1,296.00","1,296.00","1,296.00",-,0.15%
2020年9月21日,"1,314.00","1,314.00","1,314.00","1,314.00",-,1.39%
2020年9月22日,"1,364.00","1,364.00","1,364.00","1,364.00",-,3.81%
2020年9月23日,"1,426.00","1,426.00","1,426.00","1,426.00",-,4.55%
2020年9月24日,"1,605.00","1,605.00","1,605.00","1,605.00",-,12.55%
2020年9月25日,"1,667.00","1,667.00","1,667.00","1,667.00",-,3.86%
2020年9月28日,"1,654.00","1,654.00","1,654.00","1,654.00",-,-0.78%
2020年9月29日,"1,658.00","1,658.00","1,658.00","1,658.00",-,0.24%
2020年9月30日,"1,725.00","1,725.00","1,725.00","1,725.00",-,4.04%
2020年10月1日,"1,869.00","1,869.00","1,869.00","1,869.00",-,8.35%
2020年10月2日,"2,020.00","2,020.00","2,020.00","2,020.00",-,8.08%
2020年10月5日,"2,071.00","2,071.00","2,071.00","2,071.00",-,2.52%
2020年10月6日,"2,097.00","2,097.00","2,097.00","2,097.00",-,1.26%
2020年10月7日,"2,044.00","2,044.00","2,044.00","2,044.00",-,-2.53%
2020年10月8日,"1,970.00","1,970.00","1,970.00","1,970.00",-,-3.62%
2020年10月9日,"1,892.00","1,892.00","1,892.00","1,892.00",-,-3.96%
2020年10月12日,"1,807.00","1,807.00","1,807.00","1,807.00",-,-4.49%
2020年10月13日,"1,732.00","1,732.00","1,732.00","1,732.00",-,-4.15%
2020年10月14日,"1,637.00","1,637.00","1,637.00","1,637.00",-,-5.48%
2020年10月15日,"1,561.00","1,561.00","1,561.00","1,561.00",-,-4.64%
2020年10月16日,"1,477.00","1,477.00","1,477.00","1,477.00",-,-5.38%
2020年10月19日,"1,409.00","1,409.00","1,409.00","1,409.00",-,-4.60%
2020年10月20日,"1,350.00","1,350.00","1,350.00","1,350.00",-,-4.19%
2020年10月21日,"1,346.00","1,346.00","1,346.00","1,346.00",-,-0.30%
2020年10月22日,"1,401.00","1,401.00","1,401.00","1,401.00",-,4.09%
2020年10月23日,"1,415.00","1,415.00","1,415.00","1,415.00",-,1.00%
2020年10月26日,"1,402.00","1,402.00","1,402.00","1,402.00",-,-0.92%
2020年10月27日,"1,413.00","1,413.00","1,413.00","1,413.00",-,0.78%
2020年10月28日,"1,384.00","1,384.00","1,384.00","1,384.00",-,-2.05%
2020年10月29日,"1,297.00","1,297.00","1,297.00","1,297.00",-,-6.29%
2020年10月30日,"1,283.00","1,283.00","1,283.00","1,283.00",-,-1.08%
2020年11月2日,"1,284.00","1,284.00","1,284.00","1,284.00",-,0.08%
2020年11月3日,"1,263.00","1,263.00","1,263.00","1,263.00",-,-1.64%
2020年11月4日,"1,224.00","1,224.00","1,224.00","1,224.00",-,-3.09%
2020年11月5日,"1,194.00","1,194.00","1,194.00","1,194.00",-,-2.45%
2020年11月6日,"1,196.00","1,196.00","1,196.00","1,196.00",-,0.17%
2020年11月9日,"1,207.00","1,207.00","1,207.00","1,207.00",-,0.92%
2020年11月10日,"1,200.00","1,200.00","1,200.00","1,200.00",-,-0.58%
2020年11月11日,"1,141.00","1,141.00","1,141.00","1,141.00",-,-4.92%
2020年11月12日,"1,124.00","1,124.00","1,124.00","1,124.00",-,-1.49%
2020年11月13日,"1,115.00","1,115.00","1,115.00","1,115.00",-,-0.80%
2020年11月16日,"1,111.00","1,111.00","1,111.00","1,111.00",-,-0.36%
2020年11月17日,"1,112.00","1,112.00","1,112.00","1,112.00",-,0.09%
2020年11月18日,"1,115.00","1,115.00","1,115.00","1,115.00",-,0.27%
2020年11月19日,"1,134.00","1,134.00","1,134.00","1,134.00",-,1.70%
2020年11月20日,"1,148.00","1,148.00","1,148.00","1,148.00",-,1.23%
2020年11月23日,"1,169.00","1,169.00","1,169.00","1,169.00",-,1.83%
2020年11月24日,"1,178.00","1,178.00","1,178.00","1,178.00",-,0.77%
2020年11月25日,"1,197.00","1,197.00","1,197.00","1,197.00",-,1.61%
2020年11月26日,"1,219.00","1,219.00","1,219.00","1,219.00",-,1.84%
2020年11月27日,"1,230.00","1,230.00","1,230.00","1,230.00",-,0.90%
2020年11月30日,"1,227.00","1,227.00","1,227.00","1,227.00",-,-0.24%
2020年12月1日,"1,211.00","1,211.00","1,211.00","1,211.00",-,-1.30%
2020年12月2日,"1,201.00","1,201.00","1,201.00","1,201.00",-,-0.83%
2020年12月3日,"1,189.00","1,189.00","1,189.00","1,189.00",-,-1.00%
2020年12月4日,"1,197.00","1,197.00","1,197.00","1,197.00",-,0.67%
2020年12月7日,"1,162.00","1,162.00","1,162.00","1,162.00",-,-2.92%
2020年12月8日,"1,121.00","1,121.00","1,121.00","1,121.00",-,-3.53%
2020年12月9日,"1,122.00","1,122.00","1,122.00","1,122.00",-,0.09%
2020年12月10日,"1,161.00","1,161.00","1,161.00","1,161.00",-,3.48%
2020年12月11日,"1,211.00","1,211.00","1,211.00","1,211.00",-,4.31%
2020年12月14日,"1,235.00","1,235.00","1,235.00","1,235.00",-,1.98%
2020年12月15日,"1,273.00","1,273.00","1,273.00","1,273.00",-,3.08%
2020年12月16日,"1,296.00","1,296.00","1,296.00","1,296.00",-,1.81%
2020年12月17日,"1,301.00","1,301.00","1,301.00","1,301.00",-,0.39%
2020年12月18日,"1,325.00","1,325.00","1,325.00","1,325.00",-,1.84%
2020年12月21日,"1,323.00","1,323.00","1,323.00","1,323.00",-,-0.15%
2020年12月22日,"1,330.00","1,330.00","1,330.00","1,330.00",-,0.53%
2020年12月23日,"1,362.00","1,362.00","1,362.00","1,362.00",-,2.41%
2020年12月24日,"1,366.00","1,366.00","1,366.00","1,366.00",-,0.29%
2021年1月4日,"1,374.00","1,374.00","1,374.00","1,374.00",-,0.59%
2021年1月5日,"1,418.00","1,418.00","1,418.00","1,418.00",-,3.20%
2021年1月6日,"1,425.00","1,425.00","1,425.00","1,425.00",-,0.49%
2021年1月7日,"1,448.00","1,448.00","1,448.00","1,448.00",-,1.61%
2021年1月8日,"1,606.00","1,606.00","1,606.00","1,606.00",-,10.91%
2021年1月11日,"1,761.00","1,761.00","1,761.00","1,761.00",-,9.65%
2021年1月12日,"1,849.00","1,849.00","1,849.00","1,849.00",-,5.00%
2021年1月13日,"1,856.00","1,856.00","1,856.00","1,856.00",-,0.38%
2021年1月14日,"1,792.00","1,792.00","1,792.00","1,792.00",-,-3.45%
2021年1月15日,"1,754.00","1,754.00","1,754.00","1,754.00",-,-2.12%
2021年1月18日,"1,740.00","1,740.00","1,740.00","1,740.00",-,-0.80%
2021年1月19日,"1,766.00","1,766.00","1,766.00","1,766.00",-,1.49%
2021年1月20日,"1,828.00","1,828.00","1,828.00","1,828.00",-,3.51%
2021年1月21日,"1,837.00","1,837.00","1,837.00","1,837.00",-,0.49%
2021年1月22日,"1,810.00","1,810.00","1,810.00","1,810.00",-,-1.47%
2021年1月25日,"1,765.00","1,765.00","1,765.00","1,765.00",-,-2.49%
2021年1月26日,"1,659.00","1,659.00","1,659.00","1,659.00",-,-6.01%
2021年1月27日,"1,540.00","1,540.00","1,540.00","1,540.00",-,-7.17%
2021年1月28日,"1,470.00","1,470.00","1,470.00","1,470.00",-,-4.55%
2021年1月29日,"1,452.00","1,452.00","1,452.00","1,452.00",-,-1.22%
2021年2月1日,"1,444.00","1,444.00","1,444.00","1,444.00",-,-0.55%
2021年2月2日,"1,380.00","1,380.00","1,380.00","1,380.00",-,-4.43%
2021年2月3日,"1,327.00","1,327.00","1,327.00","1,327.00",-,-3.84%
2021年2月4日,"1,327.00","1,327.00","1,327.00","1,327.00",-,0.00%
2021年2月5日,"1,333.00","1,333.00","1,333.00","1,333.00",-,0.45%
2021年2月8日,"1,317.00","1,317.00","1,317.00","1,317.00",-,-1.20%
2021年2月9日,"1,306.00","1,306.00","1,306.00","1,306.00",-,-0.84%
2021年2月10日,"1,303.00","1,303.00","1,303.00","1,303.00",-,-0.23%
2021年2月11日,"1,313.00","1,313.00","1,313.00","1,313.00",-,0.77%
2021年2月12日,"1,339.00","1,339.00","1,339.00","1,339.00",-,1.98%
2021年2月15日,"1,364.00","1,364.00","1,364.00","1,364.00",-,1.87%
2021年2月16日,"1,495.00","1,495.00","1,495.00","1,495.00",-,9.60%
2021年2月17日,"1,756.00","1,756.00","1,756.00","1,756.00",-,17.46%
2021年2月18日,"1,770.00","1,770.00","1,770.00","1,770.00",-,0.80%
2021年2月19日,"1,698.00","1,698.00","1,698.00","1,698.00",-,-4.07%
2021年2月22日,"1,709.00","1,709.00","1,709.00","1,709.00",-,0.65%
2021年2月23日,"1,727.00","1,727.00","1,727.00","1,727.00",-,1.05%
2021年2月24日,"1,709.00","1,709.00","1,709.00","1,709.00",-,-1.04%
2021年2月25日,"1,700.00","1,700.00","1,700.00","1,700.00",-,-0.53%
2021年2月26日,"1,675.00","1,675.00","1,675.00","1,675.00",-,-1.47%
2021年3月1日,"1,651.00","1,651.00","1,651.00","1,651.00",-,-1.43%
2021年3月2日,"1,673.00","1,673.00","1,673.00","1,673.00",-,1.33%
2021年3月3日,"1,763.00","1,763.00","1,763.00","1,763.00",-,5.38%
2021年3月4日,"1,779.00","1,779.00","1,779.00","1,779.00",-,0.91%
2021年3月5日,"1,829.00","1,829.00","1,829.00","1,829.00",-,2.81%
2021年3月8日,"1,853.00","1,853.00","1,853.00","1,853.00",-,1.31%
2021年3月9日,"1,901.00","1,901.00","1,901.00","1,901.00",-,2.59%
2021年3月10日,"1,980.00","1,980.00","1,980.00","1,980.00",-,4.16%
2021年3月11日,"1,970.00","1,970.00","1,970.00","1,970.00",-,-0.51%
2021年3月12日,"1,960.00","1,960.00","1,960.00","1,960.00",-,-0.51%
2021年3月15日,"1,983.00","1,983.00","1,983.00","1,983.00",-,1.17%
2021年3月16日,"2,017.00","2,017.00","2,017.00","2,017.00",-,1.71%
2021年3月17日,"2,105.00","2,105.00","2,105.00","2,105.00",-,4.36%
2021年3月18日,"2,215.00","2,215.00","2,215.00","2,215.00",-,5.23%
2021年3月19日,"2,281.00","2,281.00","2,281.00","2,281.00",-,2.98%
2021年3月22日,"2,319.00","2,319.00","2,319.00","2,319.00",-,1.67%
2021年3月23日,"2,271.00","2,271.00","2,271.00","2,271.00",-,-2.07%
2021年3月24日,"2,194.00","2,194.00","2,194.00","2,194.00",-,-3.39%
2021年3月25日,"2,172.00","2,172.00","2,172.00","2,172.00",-,-1.00%
2021年3月26日,"2,178.00","2,178.00","2,178.00","2,178.00",-,0.28%
2021年3月29日,"2,162.00","2,162.00","2,162.00","2,162.00",-,-0.73%
2021年3月30日,"2,103.00","2,103.00","2,103.00","2,103.00",-,-2.73%
2021年3月31日,"2,046.00","2,046.00","2,046.00","2,046.00",-,-2.71%
2021年4月1日,"2,072.00","2,072.00","2,072.00","2,072.00",-,1.27%
2021年4月6日,"2,092.00","2,092.00","2,092.00","2,092.00",-,0.97%
2021年4月7日,"2,127.00","2,127.00","2,127.00","2,127.00",-,1.67%
2021年4月8日,"2,088.00","2,088.00","2,088.00","2,088.00",-,-1.83%
2021年4月9日,"2,085.00","2,085.00","2,085.00","2,085.00",-,-0.14%
2021年4月12日,"2,145.00","2,145.00","2,145.00","2,145.00",-,2.88%
2021年4月13日,"2,140.00","2,140.00","2,140.00","2,140.00",-,-0.23%
2021年4月14日,"2,178.00","2,178.00","2,178.00","2,178.00",-,1.78%
2021年4月15日,"2,323.00","2,323.00","2,323.00","2,323.00",-,6.66%
2021年4月16日,"2,385.00","2,385.00","2,385.00","2,385.00",-,2.67%
2021年4月19日,"2,432.00","2,432.00","2,432.00","2,432.00",-,1.97%
2021年4月20日,"2,472.00","2,472.00","2,472.00","2,472.00",-,1.64%
2021年4月21日,"2,710.00","2,710.00","2,710.00","2,710.00",-,9.63%
2021年4月22日,"2,750.00","2,750.00","2,750.00","2,750.00",-,1.48%
2021年4月23日,"2,788.00","2,788.00","2,788.00","2,788.00",-,1.38%
2021年4月26日,"2,808.00","2,808.00","2,808.00","2,808.00",-,0.72%
2021年4月27日,"2,889.00","2,889.00","2,889.00","2,889.00",-,2.88%
2021年4月28日,"2,957.00","2,957.00","2,957.00","2,957.00",-,2.35%
2021年4月29日,"3,007.00","3,007.00","3,007.00","3,007.00",-,1.69%
2021年4月30日,"3,053.00","3,053.00","3,053.00","3,053.00",-,1.53%
2021年5月4日,"3,157.00","3,157.00","3,157.00","3,157.00",-,3.41%
2021年5月5日,"3,266.00","3,266.00","3,266.00","3,266.00",-,3.45%
2021年5月6日,"3,212.00","3,212.00","3,212.00","3,212.00",-,-1.65%
2021年5月7日,"3,183.00","3,183.00","3,183.00","3,183.00",-,-0.90%
2021年5月10日,"3,240.00","3,240.00","3,240.00","3,240.00",-,1.79%
2021年5月11日,"3,254.00","3,254.00","3,254.00","3,254.00",-,0.43%
2021年5月12日,"3,139.00","3,139.00","3,139.00","3,139.00",-,-3.53%
2021年5月13日,"3,077.00","3,077.00","3,077.00","3,077.00",-,-1.98%
2021年5月14日,"2,939.00","2,939.00","2,939.00","2,939.00",-,-4.48%
2021年5月17日,"2,856.00","2,856.00","2,856.00","2,856.00",-,-2.82%
2021年5月18日,"2,795.00","2,795.00","2,795.00","2,795.00",-,-2.14%
2021年5月19日,"2,801.00","2,801.00","2,801.00","2,801.00",-,0.21%
2021年5月20日,"2,824.00","2,824.00","2,824.00","2,824.00",-,0.82%
2021年5月21日,"2,869.00","2,869.00","2,869.00","2,869.00",-,1.59%
2021年5月24日,"2,881.00","2,881.00","2,881.00","2,881.00",-,0.42%
2021年5月25日,"2,809.00","2,809.00","2,809.00","2,809.00",-,-2.50%
2021年5月26日,"2,754.00","2,754.00","2,754.00","2,754.00",-,-1.96%
2021年5月27日,"2,688.00","2,688.00","2,688.00","2,688.00",-,-2.40%
2021年5月28日,"2,596.00","2,596.00","2,596.00","2,596.00",-,-3.42%
2021年6月1日,"2,568.00","2,568.00","2,568.00","2,568.00",-,-1.08%
2021年6月2日,"2,530.00","2,530.00","2,530.00","2,530.00",-,-1.48%
2021年6月3日,"2,472.00","2,472.00","2,472.00","2,472.00",-,-2.29%
2021年6月4日,"2,438.00","2,438.00","2,438.00","2,438.00",-,-1.38%
2021年6月7日,"2,428.00","2,428.00","2,428.00","2,428.00",-,-0.41%
2021年6月8日,"2,420.00","2,420.00","2,420.00","2,420.00",-,-0.33%
2021年6月9日,"2,481.00","2,481.00","2,481.00","2,481.00",-,2.52%
2021年6月10日,"2,669.00","2,669.00","2,669.00","2,669.00",-,7.58%
2021年6月11日,"2,857.00","2,857.00","2,857.00","2,857.00",-,7.04%
2021年6月14日,"2,944.00","2,944.00","2,944.00","2,944.00",-,3.05%
2021年6月15日,"3,025.00","3,025.00","3,025.00","3,025.00",-,2.75%
2021年6月16日,"3,176.00","3,176.00","3,176.00","3,176.00",-,4.99%
2021年6月17日,"3,267.00","3,267.00","3,267.00","3,267.00",-,2.87%
2021年6月18日,"3,218.00","3,218.00","3,218.00","3,218.00",-,-1.50%
2021年6月21日,"3,190.00","3,190.00","3,190.00","3,190.00",-,-0.87%
2021年6月22日,"3,119.00","3,119.00","3,119.00","3,119.00",-,-2.23%
2021年6月23日,"3,147.00","3,147.00","3,147.00","3,147.00",-,0.90%
2021年6月24日,"3,175.00","3,175.00","3,175.00","3,175.00",-,0.89%
2021年6月25日,"3,255.00","3,255.00","3,255.00","3,255.00",-,2.52%
2021年6月28日,"3,324.00","3,324.00","3,324.00","3,324.00",-,2.12%
2021年6月29日,"3,418.00","3,418.00","3,418.00","3,418.00",-,2.83%
2021年6月30日,"3,383.00","3,383.00","3,383.00","3,383.00",-,-1.02%
2021年7月1日,"3,338.00","3,338.00","3,338.00","3,338.00",-,-1.33%
2021年7月2日,"3,285.00","3,285.00","3,285.00","3,285.00",-,-1.59%
2021年7月5日,"3,224.00","3,224.00","3,224.00","3,224.00",-,-1.86%
2021年7月6日,"3,179.00","3,179.00","3,179.00","3,179.00",-,-1.40%
2021年7月7日,"3,241.00","3,241.00","3,241.00","3,241.00",-,1.95%
2021年7月8日,"3,281.00","3,281.00","3,281.00","3,281.00",-,1.23%
2021年7月9日,"3,300.00","3,300.00","3,300.00","3,300.00",-,0.58%
2021年7月12日,"3,300.00","3,300.00","3,300.00","3,300.00",-,0.00%
2021年7月13日,"3,228.00","3,228.00","3,228.00","3,228.00",-,-2.18%
2021年7月14日,"3,139.00","3,139.00","3,139.00","3,139.00",-,-2.76%
2021年7月15日,"3,073.00","3,073.00","3,073.00","3,073.00",-,-2.10%
2021年7月16日,"3,039.00","3,039.00","3,039.00","3,039.00",-,-1.11%
2021年7月19日,"3,059.00","3,059.00","3,059.00","3,059.00",-,0.66%
2021年7月20日,"3,053.00","3,053.00","3,053.00","3,053.00",-,-0.20%
2021年7月21日,"3,058.00","3,058.00","3,058.00","3,058.00",-,0.16%
2021年7月22日,"3,103.00","3,103.00","3,103.00","3,103.00",-,1.47%
2021年7月23日,"3,199.00","3,199.00","3,199.00","3,199.00",-,3.09%
2021年7月26日,"3,210.00","3,210.00","3,210.00","3,210.00",-,0.34%
2021年7月27日,"3,166.00","3,166.00","3,166.00","3,166.00",-,-1.37%
2021年7月28日,"3,154.00","3,154.00","3,154.00","3,154.00",-,-0.38%
2021年7月29日,"3,214.00","3,214.00","3,214.00","3,214.00",-,1.90%
2021年7月30日,"3,292.00","3,292.00","3,292.00","3,292.00",-,2.43%
2021年8月2日,"3,282.00","3,282.00","3,282.00","3,282.00",-,-0.30%
2021年8月3日,"3,281.00","3,281.00","3,281.00","3,281.00",-,-0.03%
2021年8月4日,"3,318.00","3,318.00","3,318.00","3,318.00",-,1.13%
2021年8月5日,"3,376.00","3,376.00","3,376.00","3,376.00",-,1.75%
2021年8月6日,"3,371.00","3,371.00","3,371.00","3,371.00",-,-0.15%
